Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Buchbesitz,1,0,0,1,0,0,0,0,0,0,0
Fahrradverleih,1,0,0,1,0,0,0,0,0,0,0
Verletzung des höchstpersönlichen Lebensbereichs durch Bildaufnahmen,1,0,0,0,0,0,0,0,0,1,0
Papiermühle,1,0,0,0,0,0,0,0,0,1,0
Oxazolone,1,0,0,0,0,0,0,0,0,1,0
Karabachkrieg,1,0,0,0,0,0,0,0,0,1,0
Kooperationsvertrag,1,0,0,0,0,0,0,0,0,1,0
Brandbekämpfung,1,0,0,1,0,0,0,0,0,0,0
Bourne-Shell,1,0,0,1,0,0,0,0,0,0,0
Korn-Shell,1,0,0,1,0,0,0,0,0,0,0
Gemischter Vertrag,1,0,0,0,0,0,0,0,0,1,0
Ersatzmutterschaft,1,0,0,0,0,0,0,0,0,1,0
Steuerstraffreiheit,1,0,0,0,0,0,0,0,0,1,0
Hochgeschwindigkeit,1,0,0,0,0,0,0,0,0,1,0
Streichinstrument,1,0,0,0,0,0,0,0,0,1,0
Koppelschwingung,1,0,0,0,0,0,0,0,0,1,0
Jiddischismus,1,0,0,0,0,0,0,0,0,1,0
Unrast,1,0,0,1,0,0,0,0,0,0,0
Dropbox,1,0,0,1,0,0,0,0,0,0,0
Schaltzustand,1,0,0,0,0,0,0,0,0,1,0
Drahtherstellung,1,0,0,0,0,0,0,0,0,1,0
Federstahl,1,0,0,0,0,0,0,0,0,1,0
Internetauktion,1,0,0,0,0,0,0,0,0,1,0
Widerstand Elektrotechnik,1,0,0,0,0,0,0,0,0,1,0
Lehrerkollegium,1,0,0,0,0,0,0,0,0,1,0
Berufsprestige,1,0,0,0,0,0,0,0,0,1,0
Eintrittskarte,1,0,0,0,0,0,0,0,0,1,0
Forschungsmittel,1,0,0,0,0,0,0,0,0,1,0
Künstlerbuch,1,0,0,1,0,0,0,0,0,0,0
Sozialplan,1,0,0,1,0,0,0,0,0,0,0
Geschichtskarte,1,0,0,1,0,0,0,0,0,0,0
Kriegsroman,1,0,0,1,0,0,0,0,0,0,0
"Afghanistankrieg 2001-2021, Motiv",1,0,0,1,0,0,0,0,0,0,0
Spiegelung,1,0,0,0,0,0,0,0,0,1,0
Fluoreszenzlebensdauer-Mikroskopie,1,0,0,0,0,0,0,0,0,1,0
Ophthalmoskopie,1,0,0,0,0,0,0,0,0,1,0
Anfängliche Unmöglichkeit,1,0,0,0,0,0,0,0,0,1,0
Schwimmbad,1,0,0,1,0,0,0,0,0,0,0
Wasseraufbereitungsanlage,1,0,0,1,0,0,0,0,0,0,0
Sicherheitseinrichtung,1,0,0,1,0,0,0,0,0,0,0
Schmerzensgeld,1,0,0,1,0,0,0,0,0,0,0
Silomais,1,0,0,1,0,0,0,0,0,0,0
Sexuelle Attraktion,1,0,0,1,0,0,0,0,0,0,0
Hypertrophietraining,1,0,0,1,0,0,0,0,0,0,0
Aufrechter Gang,1,0,0,1,0,0,0,0,0,0,0
Apache OpenOffice Base 3.4,1,0,0,1,0,0,0,0,0,0,0
Wirtschaftspolitisches Ziel,1,0,0,1,0,0,0,0,0,0,0
Wohnmobil,1,0,0,1,0,0,0,0,0,0,0
Rentenversicherungsrecht,1,0,0,1,0,0,0,0,0,0,0
Karosserieblech,1,0,0,0,0,0,0,0,0,1,0
Netzmodell,1,0,0,0,0,0,0,0,0,1,0
Qualitätskosten,1,0,0,0,0,0,0,0,0,1,0
Totenklage,1,0,0,0,0,0,0,0,0,1,0
Polonistik,1,0,0,0,0,0,0,0,0,1,0
Proteolyse,1,0,0,0,0,0,0,0,0,1,0
Gärrest,1,0,0,0,0,0,0,0,0,1,0
Angeln,1,0,0,0,0,0,0,0,0,1,0
Konvergenz Informationstechnik,1,0,0,0,0,0,0,0,0,1,0
Urkundenlehre,1,0,0,1,0,0,0,0,0,0,0
Schuljahr 5-10,1,0,0,1,0,0,0,0,0,0,0
Gasspürgerät,1,0,0,0,0,0,0,0,0,1,0
MIR-Spektroskopie,1,0,0,0,0,0,0,0,0,1,0
Halogene,1,0,0,0,0,0,0,0,0,1,0
Halogenbrücke,1,0,0,0,0,0,0,0,0,1,0
Urkundenbeweis,1,0,0,0,0,0,0,0,0,1,0
Metallschutzgasschweißen,1,0,0,0,0,0,0,0,0,1,0
Farbabstand,1,0,0,0,0,0,0,0,0,1,0
Farbeindruck,1,0,0,0,0,0,0,0,0,1,0
Spektralwert,1,0,0,0,0,0,0,0,0,1,0
Schutzengel,1,0,0,1,0,0,0,0,0,0,0
V-Waffe,1,0,0,1,0,0,0,0,0,0,0
Vitriolehandel,1,0,0,1,0,0,0,0,0,0,0
Biologischer Landschaftsbau,1,0,0,1,0,0,0,0,0,0,0
Findelkind,1,0,0,1,0,0,0,0,0,0,0
Filmschauspieler,1,0,0,1,0,0,0,0,0,0,0
Datenbanksprache,1,0,0,1,0,0,0,0,0,0,0
sozial,1,0,0,1,0,0,0,0,0,0,0
Schoner,1,0,0,1,0,0,0,0,0,0,0
Geschichtslehrer,1,0,0,0,0,0,0,0,0,1,0
Bausparkasse,1,0,0,0,0,0,0,0,0,1,0
Plattform Kraftfahrzeugbau,1,0,0,0,0,0,0,0,0,1,0
Nichtbehinderter Mensch,1,0,0,0,0,0,0,0,0,1,0
Kaufmännische Berufsbildung,1,0,0,1,0,0,0,0,0,0,0
Farbwirkung,1,0,0,1,0,0,0,0,0,0,0
Tiger Panzer,1,0,0,1,0,0,0,0,0,0,0
Alexander-Methode,1,0,0,1,0,0,0,0,0,0,0
Rückreise,1,0,0,1,0,0,0,0,0,0,0
Wiederbegegnung,1,0,0,1,0,0,0,0,0,0,0
Gepäck,1,0,0,1,0,0,0,0,0,0,0
Rentner,1,0,0,1,0,0,0,0,0,0,0
Werbungskosten,1,0,0,1,0,0,0,0,0,0,0
Friedensplan,1,0,0,1,0,0,0,0,0,0,0
K-Gruppen,1,0,0,1,0,0,0,0,0,0,0
Ytterbium,1,0,0,0,0,0,0,0,0,1,0
Schülerurteil,1,0,0,0,0,0,0,0,0,1,0
MAG-Schweißen,1,0,0,0,0,0,0,0,0,1,0
Drahtelektrode,1,0,0,0,0,0,0,0,0,1,0
Skiaskopie,1,0,0,0,0,0,0,0,0,1,0
Ultraschallmesstechnik,1,0,0,0,0,0,0,0,0,1,0
Prohibition,1,0,0,0,0,0,0,0,0,1,0
Temperenzler,1,0,0,0,0,0,0,0,0,1,0
Antialkoholismus,1,0,0,0,0,0,0,0,0,1,0
Kuscheln,1,0,0,0,0,0,0,0,0,1,0
Glasfaserverstärktes Kunststofflaminat,1,0,0,0,0,0,0,0,0,1,0
Zustimmungsvorbehalt,1,0,0,0,0,0,0,0,0,1,0
Beherrschungsvertrag,1,0,0,0,0,0,0,0,0,1,0
Nachgiebigkeit Verbindungstechnik,1,0,0,0,0,0,0,0,0,1,0
Internationale Telekommunikation,1,0,0,1,0,0,0,0,0,0,0
Zwangsarbeiterin,1,0,0,0,0,0,0,0,0,1,0
Rhodococcus,1,0,0,0,0,0,0,0,0,1,0
Fernbusverkehr,1,0,0,0,0,0,0,0,0,1,0
Omnibusunternehmen,1,0,0,0,0,0,0,0,0,1,0
Umgekehrte Osmose,1,0,0,0,0,0,0,0,0,1,0
Frischfleisch,1,0,0,0,0,0,0,0,0,1,0
Hepatitisvirus,1,0,0,0,0,0,0,0,0,1,0
Das Sakrale,1,0,0,0,0,0,0,0,0,1,0
Therapeutische Jurisprudenz,1,0,0,0,0,0,0,0,0,1,0
Diversion Kriminalpolitik,1,0,0,0,0,0,0,0,0,1,0
Weich-PVC,1,0,0,0,0,0,0,0,0,1,0
Dichtungsbahn,1,0,0,0,0,0,0,0,0,1,0
Adsorptionskältemaschine,1,0,0,0,0,0,0,0,0,1,0
Methanol,1,0,0,0,0,0,0,0,0,1,0
Numerische Apertur,1,0,0,0,0,0,0,0,0,1,0
Fresnellinse,1,0,0,0,0,0,0,0,0,1,0
Deflektometrie,1,0,0,0,0,0,0,0,0,1,0
Erdwerk,1,0,0,0,0,0,0,0,0,1,0
Süddeutschland Motiv,1,0,0,0,0,0,0,0,0,1,0
Jungneolithikum,1,0,0,0,0,0,0,0,0,1,0
Zackenbarsche,1,0,0,0,0,0,0,0,0,1,0
Phasenschiebertransformator,1,0,0,0,0,0,0,0,0,1,0
Metallischer Verbundwerkstoff,1,0,0,0,0,0,0,0,0,1,0
Justizgewährungsanspruch,1,0,0,0,0,0,0,0,0,1,0
Dienstverhältnis,1,0,0,0,0,0,0,0,0,1,0
Kirchlicher Dienst,1,0,0,0,0,0,0,0,0,1,0
Dienstherr,1,0,0,0,0,0,0,0,0,1,0
Rederecht,1,0,0,0,0,0,0,0,0,1,0
Hauptausschuss,1,0,0,0,0,0,0,0,0,1,0
Fotogramm,1,0,0,0,0,0,0,0,0,1,0
Dehnungssensor,1,0,0,0,0,0,0,0,0,1,0
Resistiver Sensor,1,0,0,0,0,0,0,0,0,1,0
Kostümball Motiv,1,0,0,0,0,0,0,0,0,1,0
Schundliteratur,1,0,0,0,0,0,0,0,0,1,0
Volumenmessung,1,0,0,0,0,0,0,0,0,1,0
PostgreSQL 9.6,1,0,0,0,0,0,0,0,0,1,0
Docking Chemie,1,0,0,0,0,0,0,0,0,1,0
Einspruch,1,0,0,0,0,0,0,0,0,1,0
Bremsenergie,1,0,0,0,0,0,0,0,0,1,0
Scheibenbremse,1,0,0,0,0,0,0,0,0,1,0
Geistliche Begleitung,1,0,0,1,0,0,0,0,0,0,0
Altersdepression,1,0,0,1,0,0,0,0,0,0,0
Literaturbericht,1,0,0,1,0,0,0,0,0,0,0
Militärflugzeug,1,0,0,1,0,0,0,0,0,0,0
Vespa,1,0,0,1,0,0,0,0,0,0,0
Motorroller,1,0,0,1,0,0,0,0,0,0,0
Patenschaft,1,0,0,1,0,0,0,0,0,0,0
Beetpflanzen,1,0,0,1,0,0,0,0,0,0,0
Terrassengarten,1,0,0,1,0,0,0,0,0,0,0
Biologisch-dynamische Wirtschaftsweise,1,0,0,1,0,0,0,0,0,0,0
Sicherheitszeichen,1,0,0,1,0,0,0,0,0,0,0
Mercury-Programm,1,0,0,1,0,0,0,0,0,0,0
Antonov Marke,1,0,0,1,0,0,0,0,0,0,0
Kasualien,1,0,0,0,0,0,0,0,0,1,0
Halbleiterdrucksensor,1,0,0,0,0,0,0,0,0,1,0
Heißfilmanemometrie,1,0,0,0,0,0,0,0,0,1,0
Klappe Flugzeug,1,0,0,0,0,0,0,0,0,1,0
Fördermittel,1,0,0,0,0,0,0,0,0,1,0
Synchronmotor,1,0,0,0,0,0,0,0,0,1,0
Mehrdimensionales Signal,1,0,0,0,0,0,0,0,0,1,0
Negativresist,1,0,0,0,0,0,0,0,0,1,0
Neodym-YAG-Laser,1,0,0,0,0,0,0,0,0,1,0
Blutalkoholbestimmung,1,0,0,0,0,0,0,0,0,1,0
Fließinjektionsanalyse,1,0,0,0,0,0,0,0,0,1,0
Zahnherd,1,0,0,1,0,0,0,0,0,0,0
Dinosaurier,1,0,0,1,0,0,0,0,0,0,0
Münzstätte,1,0,0,1,0,0,0,0,0,0,0
Gebiss,1,0,0,1,0,0,0,0,0,0,0
Analysenmessgerät,1,0,0,0,0,0,0,0,0,1,0
Lebenszyklusfonds,1,0,0,0,0,0,0,0,0,1,0
Display Marketing,1,0,0,0,0,0,0,0,0,1,0
Arylpropionsäurederivate,1,0,0,0,0,0,0,0,0,1,0
Funktionsanalyse,1,0,0,1,0,0,0,0,0,0,0
Humanistische Pädagogik,1,0,0,1,0,0,0,0,0,0,0
Kreuzigungsdarstellung,1,0,0,1,0,0,0,0,0,0,0
Hebewerk,1,0,0,1,0,0,0,0,0,0,0
Kugelspiel,1,0,0,1,0,0,0,0,0,0,0
Politische Meinungsäußerung,1,0,0,1,0,0,0,0,0,0,0
Wunder Jesu,1,0,0,1,0,0,0,0,0,0,0
Durchsetzungsvermögen,1,0,0,1,0,0,0,0,0,0,0
Egoismus,1,0,0,1,0,0,0,0,0,0,0
Rätesystem,1,0,0,1,0,0,0,0,0,0,0
Befreiungskriege 1813-1815,1,0,0,1,0,0,0,0,0,0,0
Adobe Premiere Elements 11,1,0,0,1,0,0,0,0,0,0,0
Azur Farbe,1,0,0,1,0,0,0,0,0,0,0
Verbindlichkeit,1,0,0,1,0,0,0,0,0,0,0
Elektrooptische Entfernungsmessung,1,0,0,1,0,0,0,0,0,0,0
Richtungsmessung,1,0,0,1,0,0,0,0,0,0,0
Baugenehmigungsverfahren,1,0,0,1,0,0,0,0,0,0,0
Ingenieurstudentin,1,0,0,1,0,0,0,0,0,0,0
Kies,1,0,0,1,0,0,0,0,0,0,0
Gedanke,1,0,0,1,0,0,0,0,0,0,0
Darstellende Künstlerin,1,0,0,1,0,0,0,0,0,0,0
Biorhythmus,1,0,0,1,0,0,0,0,0,0,0
Neukunde,1,0,0,1,0,0,0,0,0,0,0
Thermisches Trennverfahren,1,0,0,1,0,0,0,0,0,0,0
Emulgieren,1,0,0,1,0,0,0,0,0,0,0
Verdeckter Kanal,1,0,0,1,0,0,0,0,0,0,0
Tunnel Rechnernetz,1,0,0,1,0,0,0,0,0,0,0
Diamantstruktur,1,0,0,0,0,0,0,0,0,1,0
Hohlkathode,1,0,0,0,0,0,0,0,0,1,0
Kapitalallokation,1,0,0,0,0,0,0,0,0,1,0
Dispositionsmaxime,1,0,0,0,0,0,0,0,0,1,0
Polymerkristall,1,0,0,0,0,0,0,0,0,1,0
Tautomerie,1,0,0,0,0,0,0,0,0,1,0
Chinolinderivate,1,0,0,0,0,0,0,0,0,1,0
Doxycyclin,1,0,0,0,0,0,0,0,0,1,0
Azithromycin,1,0,0,0,0,0,0,0,0,1,0
Office 2019 für Mac,1,0,0,1,0,0,0,0,0,0,0
Bandenkriminalität,1,0,0,1,0,0,0,0,0,0,0
BSE,1,0,0,0,0,0,0,0,0,1,0
Verwundbarkeit Motiv,1,0,0,0,0,0,0,0,0,1,0
Chinesischer Student,1,0,0,0,0,0,0,0,0,1,0
Bordetella,1,0,0,0,0,0,0,0,0,1,0
Truthahn,1,0,0,0,0,0,0,0,0,1,0
Gleichstromlichtbogen,1,0,0,0,0,0,0,0,0,1,0
Umgebungstemperatur,1,0,0,0,0,0,0,0,0,1,0
Geschäftsviertel,1,0,0,0,0,0,0,0,0,1,0
Heerstraße,1,0,0,0,0,0,0,0,0,1,0
Adjungierte Darstellung,1,0,0,0,0,0,0,0,0,1,0
Preisuntergrenze,1,0,0,0,0,0,0,0,0,1,0
Mehrproduktbetrieb,1,0,0,0,0,0,0,0,0,1,0
Protophysik,1,0,0,0,0,0,0,0,0,1,0
Wettbewerbsverzerrung,1,0,0,0,0,0,0,0,0,1,0
Schichtstufenlandschaft,1,0,0,0,0,0,0,0,0,1,0
Halbbrückenschaltung,1,0,0,0,0,0,0,0,0,1,0
Flüssigkernwellenleiter,1,0,0,0,0,0,0,0,0,1,0
Thulium,1,0,0,0,0,0,0,0,0,1,0
Strahldivergenz,1,0,0,0,0,0,0,0,0,1,0
Verbundgruppe,1,0,0,0,0,0,0,0,0,1,0
Patentprüfung,1,0,0,0,0,0,0,0,0,1,0
Mitralklappenfehler,1,0,0,0,0,0,0,0,0,1,0
Stanznieten,1,0,0,0,0,0,0,0,0,1,0
Sozialkatholizismus,1,0,0,0,0,0,0,0,0,1,0
Affektenlehre,1,0,0,0,0,0,0,0,0,1,0
Mechanismus Philosophie,1,0,0,0,0,0,0,0,0,1,0
Zielsystem,1,0,0,0,0,0,0,0,0,1,0
Gletschervorstoss,1,0,0,0,0,0,0,0,0,1,0
Bühnenbildner,1,0,0,1,0,0,0,0,0,0,0
PowerPoint 2000,1,0,0,1,0,0,0,0,0,0,0
Aussichtsturm,1,0,0,1,0,0,0,0,0,0,0
Wohnungsmodernisierung,1,0,0,1,0,0,0,0,0,0,0
Gesellschaft für Christlich-Jüdische Zusammenarbeit,1,0,0,1,0,0,0,0,0,0,0
Musikgruppe,1,0,0,1,0,0,0,0,0,0,0
Altstandort,1,0,0,1,0,0,0,0,0,0,0
Gastspiel,1,0,0,1,0,0,0,0,0,0,0
Pianist,1,0,0,1,0,0,0,0,0,0,0
Metallarbeiter,1,0,0,0,0,0,0,0,0,1,0
Straßenrand,1,0,0,0,0,0,0,0,0,1,0
Promotionsrecht,1,0,0,0,0,0,0,0,0,1,0
Weibliche Ejakulation,1,0,0,0,0,0,0,0,0,1,0
Orgasmus,1,0,0,0,0,0,0,0,0,1,0
Ledigenheim,1,0,0,0,0,0,0,0,0,1,0
Bike-and-ride-System,1,0,0,0,0,0,0,0,0,1,0
Lehrplanentwicklung,1,0,0,0,0,0,0,0,0,1,0
Türkische Studentin,1,0,0,0,0,0,0,0,0,1,0
Amerikanismus Geistesgeschichte,1,0,0,0,0,0,0,0,0,1,0
Israelforschung,1,0,0,1,0,0,0,0,0,0,0
Glaubensleben,1,0,0,1,0,0,0,0,0,0,0
Kanonissen,1,0,0,1,0,0,0,0,0,0,0
Essgewohnheit,1,0,0,0,0,0,0,0,0,1,0
Schema,1,0,0,0,0,0,0,0,0,1,0
Trocknungsanlage,1,0,0,0,0,0,0,0,0,1,0
Studienleistung,1,0,0,0,0,0,0,0,0,1,0
Eigenkloster,1,0,0,0,0,0,0,0,0,1,0
Rindfleischmarkt,1,0,0,0,0,0,0,0,0,1,0
Griechische Arbeitnehmerin,1,0,0,0,0,0,0,0,0,1,0
Kritische Ausgabe,1,0,0,0,0,0,0,0,0,1,0
Subjektives Interesse,1,0,0,0,0,0,0,0,0,1,0
Logia Jesu,1,0,0,0,0,0,0,0,0,1,0
Jugendroman,1,0,0,0,0,0,0,0,0,1,0
Ölmalerei,1,0,0,0,0,0,0,0,0,1,0
Marokkaner,1,0,0,0,0,0,0,0,0,1,0
Marokkanischer Einwanderer,1,0,0,0,0,0,0,0,0,1,0
Außenlager,1,0,0,0,0,0,0,0,0,1,0
Balassa-Samuelson-Effekt,1,0,0,0,0,0,0,0,0,1,0
Römer,1,0,0,1,0,0,0,0,0,0,0
Männerbund,1,0,0,0,0,0,0,0,0,1,0
Weibliche Jugend 15-17 Jahre,1,0,0,0,0,0,0,0,0,1,0
Feldzeitung,1,0,0,0,0,0,0,0,0,1,0
Swahili,1,0,0,0,0,0,0,0,0,1,0
Marktkonformität,1,0,0,0,0,0,0,0,0,1,0
Stahlpolitik,1,0,0,0,0,0,0,0,0,1,0
Kopierrecht,1,0,0,0,0,0,0,0,0,1,0
Kleingewerbe,1,0,0,0,0,0,0,0,0,1,0
Rektifikation,1,0,0,0,0,0,0,0,0,1,0
Vorbehandlung Technik,1,0,0,0,0,0,0,0,0,1,0
Erwachsenwerden Motiv,1,0,0,0,0,0,0,0,0,1,0
Lippen-Kiefer-Gaumenspalte,1,0,0,0,0,0,0,0,0,1,0
Venedig Motiv,1,0,0,0,0,0,0,0,0,1,0
Bilanzposten,1,0,0,0,0,0,0,0,0,1,0
Sozioanalyse,1,0,0,0,0,0,0,0,0,1,0
Sportverhalten,1,0,0,0,0,0,0,0,0,1,0
Gesundheitssport,1,0,0,0,0,0,0,0,0,1,0
Ruhm,1,0,0,0,0,0,0,0,0,1,0
Ruhm Motiv,1,0,0,0,0,0,0,0,0,1,0
Rindfleischproduktion,1,0,0,0,0,0,0,0,0,1,0
PROFInet,1,0,0,0,0,0,0,0,0,1,0
Immissionsgrenzwert,1,0,0,0,0,0,0,0,0,1,0
Großbauteil,1,0,0,0,0,0,0,0,0,1,0
Schweißkonstruktion,1,0,0,0,0,0,0,0,0,1,0
Musikalische Erwachsenenbildung,1,0,0,0,0,0,0,0,0,1,0
Kapitulation,1,0,0,1,0,0,0,0,0,0,0
Kind 6-13 Jahre,1,0,0,1,0,0,0,0,0,0,0
Bodypercussion,1,0,0,1,0,0,0,0,0,0,0
CompTIA Strata IT Fundamentals,1,0,0,1,0,0,0,0,0,0,0
Lebensarbeitszeitverlängerung,1,0,0,1,0,0,0,0,0,0,0
Koreakrieg,1,0,0,1,0,0,0,0,0,0,0
Indonesischer Einwanderer,1,0,0,1,0,0,0,0,0,0,0
Landrat,1,0,0,1,0,0,0,0,0,0,0
Erdkabel,1,0,0,1,0,0,0,0,0,0,0
Contao 3,1,0,0,1,0,0,0,0,0,0,0
iOS 6,1,0,0,1,0,0,0,0,0,0,0
Denominativ,1,0,0,0,0,0,0,0,0,1,0
Einkommenshypothese,1,0,0,0,0,0,0,0,0,1,0
Dividende,1,0,0,0,0,0,0,0,0,1,0
Popsängerin,1,0,0,0,0,0,0,0,0,1,0
Krankenhausaufnahmevertrag,1,0,0,0,0,0,0,0,0,1,0
Bewegliche Sache,1,0,0,0,0,0,0,0,0,1,0
Autorschaft Motiv,1,0,0,0,0,0,0,0,0,1,0
Forschungsinstitut,1,0,0,0,0,0,0,0,0,1,0
Unzucht,1,0,0,0,0,0,0,0,0,1,0
Nichteheliche Mutter,1,0,0,0,0,0,0,0,0,1,0
Vorverständnis,1,0,0,0,0,0,0,0,0,1,0
Schulfunk,1,0,0,0,0,0,0,0,0,1,0
Hörfunksender,1,0,0,0,0,0,0,0,0,1,0
Universalitätsprinzip,1,0,0,0,0,0,0,0,0,1,0
Namibier,1,0,0,0,0,0,0,0,0,1,0
Plug-and-Play,1,0,0,0,0,0,0,0,0,1,0
Verbraucherboykott,1,0,0,0,0,0,0,0,0,1,0
Kandidat,1,0,0,0,0,0,0,0,0,1,0
Motivationstheorie,1,0,0,0,0,0,0,0,0,1,0
Persönlicher Verkauf,1,0,0,0,0,0,0,0,0,1,0
Liquidität,1,0,0,0,0,0,0,0,0,1,0
Ärztliche Gutachterkommission,1,0,0,0,0,0,0,0,0,1,0
Ärztliche Schlichtungsstelle,1,0,0,0,0,0,0,0,0,1,0
Beschaffungsforschung,1,0,0,0,0,0,0,0,0,1,0
Buying Center,1,0,0,0,0,0,0,0,0,1,0
Berufssportler,1,0,0,1,0,0,0,0,0,0,0
Ästhetisches Verhalten,1,0,0,1,0,0,0,0,0,0,0
Verbrauchsgut,1,0,0,0,0,0,0,0,0,1,0
Kind 9-14 Jahre,1,0,0,0,0,0,0,0,0,1,0
Bürogemeinschaft,1,0,0,0,0,0,0,0,0,1,0
Zulässigkeit,1,0,0,0,0,0,0,0,0,1,0
Erstattung,1,0,0,0,0,0,0,0,0,1,0
Werkstattsteuerung,1,0,0,0,0,0,0,0,0,1,0
Projektgruppe,1,0,0,0,0,0,0,0,0,1,0
Personensteuer,1,0,0,0,0,0,0,0,0,1,0
Mengenrabatt,1,0,0,0,0,0,0,0,0,1,0
Preisnachlass,1,0,0,0,0,0,0,0,0,1,0
Ziviler Friedensdienst,1,0,0,0,0,0,0,0,0,1,0
Leasingnehmer,1,0,0,0,0,0,0,0,0,1,0
Forderungsausfallrisiko,1,0,0,0,0,0,0,0,0,1,0
Kompetenztheorie,1,0,0,0,0,0,0,0,0,1,0
Eingetragene Lebenspartnerschaft,1,0,0,0,0,0,0,0,0,1,0
Prognosefehler,1,0,0,0,0,0,0,0,0,1,0
Frauengruppe,1,0,0,0,0,0,0,0,0,1,0
Marktzinsmethode,1,0,0,0,0,0,0,0,0,1,0
Refinanzierung,1,0,0,0,0,0,0,0,0,1,0
Quadratische Optimierung,1,0,0,0,0,0,0,0,0,1,0
Wahlergebnis,1,0,0,0,0,0,0,0,0,1,0
Symbolische Gewalt,1,0,0,0,0,0,0,0,0,1,0
Format Fernsehsendung,1,0,0,0,0,0,0,0,0,1,0
Axiomatic Design,1,0,0,0,0,0,0,0,0,1,0
Taktfahrplan,1,0,0,0,0,0,0,0,0,1,0
Personalkapazität,1,0,0,0,0,0,0,0,0,1,0
Logic Audio,1,0,0,1,0,0,0,0,0,0,0
MIDI Musikelektronik,1,0,0,1,0,0,0,0,0,0,0
Militärisch-industrieller Komplex,1,0,0,1,0,0,0,0,0,0,0
Amtspflicht,1,0,0,1,0,0,0,0,0,0,0
Skilanglauf,1,0,0,1,0,0,0,0,0,0,0
Überzeugung Motiv,1,0,0,1,0,0,0,0,0,0,0
Technik Motiv,1,0,0,1,0,0,0,0,0,0,0
Wohnlage,1,0,0,1,0,0,0,0,0,0,0
Interventionsgerontologie,1,0,0,1,0,0,0,0,0,0,0
Hypothekenbank,1,0,0,0,0,0,0,0,0,1,0
Gründer,1,0,0,0,0,0,0,0,0,1,0
Abwicklung,1,0,0,0,0,0,0,0,0,1,0
Steuerquote,1,0,0,0,0,0,0,0,0,1,0
Internationale Fusion,1,0,0,0,0,0,0,0,0,1,0
Elektronische Verhandlung,1,0,0,0,0,0,0,0,0,1,0
Divisionalisierung,1,0,0,0,0,0,0,0,0,1,0
Innerbetriebliche Leistung,1,0,0,0,0,0,0,0,0,1,0
Erzeugnisartenwechsel,1,0,0,0,0,0,0,0,0,1,0
Sondergesellschaft,1,0,0,0,0,0,0,0,0,1,0
Überleitung,1,0,0,0,0,0,0,0,0,1,0
Koronarographie,1,0,0,0,0,0,0,0,0,1,0
Fondsmanager,1,0,0,0,0,0,0,0,0,1,0
Aktienoptionsplan,1,0,0,0,0,0,0,0,0,1,0
MRP CAE,1,0,0,0,0,0,0,0,0,1,0
Staatenstreitigkeit,1,0,0,0,0,0,0,0,0,1,0
Weltkirche,1,0,0,0,0,0,0,0,0,1,0
Mehrkomponentengeschäft,1,0,0,0,0,0,0,0,0,1,0
Bürgeramt,1,0,0,0,0,0,0,0,0,1,0
Vier Mächte,1,0,0,0,0,0,0,0,0,1,0
Patientenorientierte Medizin,1,0,0,0,0,0,0,0,0,1,0
Fallpauschale,1,0,0,0,0,0,0,0,0,1,0
Betriebsausgaben,1,0,0,0,0,0,0,0,0,1,0
Vertikale Konzentration,1,0,0,0,0,0,0,0,0,1,0
Silikose,1,0,0,0,0,0,0,0,0,1,0
Zwischenlösung,1,0,0,0,0,0,0,0,0,1,0
Wertpapierbörse,1,0,0,0,0,0,0,0,0,1,0
Geschäftsführungsprüfung,1,0,0,0,0,0,0,0,0,1,0
Widerstandsgruppe,1,0,0,1,0,0,0,0,0,0,0
Luftbildarchäologie,1,0,0,1,0,0,0,0,0,0,0
Word 365,1,0,0,1,0,0,0,0,0,0,0
Word 2019,1,0,0,1,0,0,0,0,0,0,0
Word 2016,1,0,0,1,0,0,0,0,0,0,0
Antinatalismus,1,0,0,1,0,0,0,0,0,0,0
Pilzbefall,1,0,0,1,0,0,0,0,0,0,0
Holzzerstörende Pilze,1,0,0,1,0,0,0,0,0,0,0
Nichtraucher,1,0,0,1,0,0,0,0,0,0,0
Fahrnispfandrecht,1,0,0,0,0,0,0,0,0,1,0
Musterverfahren,1,0,0,0,0,0,0,0,0,1,0
Verabredung,1,0,0,0,0,0,0,0,0,1,0
Markenanmeldung,1,0,0,0,0,0,0,0,0,1,0
Autobahngebühr,1,0,0,0,0,0,0,0,0,1,0
Wegnahme,1,0,0,0,0,0,0,0,0,1,0
Sicherungsvertrag,1,0,0,0,0,0,0,0,0,1,0
Absprache,1,0,0,0,0,0,0,0,0,1,0
Reihenfolge,1,0,0,0,0,0,0,0,0,1,0
Urteilsformel,1,0,0,1,0,0,0,0,0,0,0
Kompositionslehre,1,0,0,1,0,0,0,0,0,0,0
Verhaltensentwicklung,1,0,0,1,0,0,0,0,0,0,0
Fremdsprachenkenntnis,1,0,0,0,0,0,0,0,0,1,0
Hinterlegung,1,0,0,0,0,0,0,0,0,1,0
Adjektizische Klage,1,0,0,0,0,0,0,0,0,1,0
Wirtschaftsaufsicht,1,0,0,0,0,0,0,0,0,1,0
Optionsschein,1,0,0,0,0,0,0,0,0,1,0
Differenzierungsklausel,1,0,0,0,0,0,0,0,0,1,0
Malerin,1,0,0,1,0,0,0,0,0,0,0
Volkskunst,1,0,0,1,0,0,0,0,0,0,0
